txId1,txId2,label
175421483,191394867,0
94498581,156763095,0
230530225,2881273,1
46469332,224629958,0
189993825,190446558,0
231995683,232923556,0
133702991,238336689,0
234381269,234381263,1
20183539,42649850,0
399673541,346390018,1
94127776,232346073,0
190969927,346413961,0
174760079,225274175,0
11246663,87796581,1
310128828,339092197,0
195239761,230439270,0
118269644,346099510,0
200068086,190052262,1
15221579,15288855,1
230530211,2881273,1
175138727,175149893,1
34065690,41444243,1
174758942,175146778,1
121319438,8963752,1
94297411,191102902,0
121540323,121540324,1
22837943,232057472,0
94171716,94444608,1
4072793,121478138,0
1438395,76865208,0
42701731,121463796,0
339562428,339562431,1
175092264,218528901,0
86804187,87725458,1
21584555,21584839,1
10176282,32916548,1
86553088,87606185,1
224258483,225715279,0
43077195,234853101,0
174762259,179084647,1
246042615,339157419,0
16171784,245503152,0
225253033,225686306,1
10524524,82096978,1
86586726,393845935,0
94558813,96558435,1
242505631,346123185,0
224984803,224984809,1
189998981,191608026,1
36631995,22792863,1
68449576,191527110,0
43493118,331719555,0
279174086,23106554,1
234901702,250209717,0
310049647,310049644,1
121318368,175139361,0
134809180,126904645,1
21539337,15862117,1
234228357,108067291,1
161103151,226448013,1
15236471,121655492,0
190480975,190830357,1
190905839,245782208,0
230330544,232632907,1
68632426,232341514,0
191800563,97441316,1
36787463,230440537,0
179095199,179146791,1
15457010,245255425,0
27873891,121655332,0
43036067,68797463,1
224213738,225060388,1
2224540,43347815,0
246152486,346098864,0
121477360,312161481,0
66107528,238266622,0
245241261,306859468,0
43389893,43388675,1
9006316,243785293,0
87343912,219091991,0
190025886,190896977,1
94401143,94401153,1
225902734,238200011,0
32605934,234622366,1
339092998,339093004,1
37345398,175079159,0
13578774,121850538,0
175490888,175490891,1
223890352,225859160,0
339732608,339267551,1
94391270,312510012,0
279446096,11986822,1
234565872,234565871,1
121711453,244662712,0
310513779,346268498,0
86721230,86721222,1
150913036,130953939,1
225054473,225669997,1
191405152,232448379,0
231995274,230530227,1
224274319,224274327,1
43418727,43428791,1
180917227,234564954,0
37877576,43151910,0
15367450,43376506,0
190830735,190830487,1
68385756,121729841,0
94299627,94373985,1
234706182,182776391,1
15012778,190915971,0
99270119,230612860,0
399980660,352205589,1
245498726,245499065,1
94456187,19946345,1
16717603,244757606,0
8848478,8848489,1
3153922,75607137,0
24177533,43331434,0
94163349,94628333,1
3097782,224280407,0
224747029,106759264,1
58063240,175428359,0
94046673,94769285,1
8991344,94030832,0
94123350,94123343,1
2240972,38109819,0
46450194,191220667,0
8858237,67392913,0
102506997,232000582,0
244676638,245203832,1
43065095,190978123,0
33176841,230402464,1
94558170,339568655,0
244676403,245265356,1
224964651,225286997,1
245427909,310146179,0
94141211,94621528,1
179027701,303676197,0
13403438,86580145,0
121593153,121593157,1
310507247,310507251,1
86850672,86858854,1
245867196,245867210,1
90406436,349749429,0
314820555,256864290,1
94490236,230529165,0
234168804,234168802,1
1299378,234158210,1
225370759,130932227,1
68460224,191104618,0
121540552,121540566,1
191231735,313419797,0
94490236,121500307,0
14242505,190828799,0
43077195,43077198,1
5528946,75997543,0
14754354,42961203,0
175102237,246054704,0
121593157,121593161,1
121878091,240762477,0
175066733,179043307,0
9001919,245825010,0
47734907,310447712,0
17284200,86437678,1
168016177,266487835,0
86573125,86573129,1
225059780,225676223,1
43363597,43376502,1
244638374,339491641,0
86584386,243777342,0
175150750,175537368,1
339097742,138440230,1
94660518,94861092,1
232345698,232345696,1
238195267,245351396,0
43056135,43056137,1
279030978,86929648,1
94119321,225066023,0
43094692,224256980,0
68844959,245179769,0
2512477,37009916,1
179034320,178957542,1
225275435,234222692,0
313122358,339067802,0
87019492,87029749,1
230594171,14172042,1
43135170,109125434,0
224970236,71648216,1
94045807,94145298,1
266878283,310495675,1
191631383,193044508,1
86877054,5527647,1
61280304,86788714,1
94156420,226758363,0
339077689,339077684,1
94196507,94196812,1
112821850,309974678,1
232036724,339093595,0
36840014,58836743,0
232440097,232443613,1
25053931,68381722,1
224766518,225293472,1
191105167,339057170,0
230399793,232895198,1
68464428,232354179,0
86619974,122277497,0
56713256,68706499,1
121462294,121801018,1
35867337,51593101,0
244683749,245407701,1
94663152,98493205,1
245824999,60833381,1
14407957,231136221,1
191938280,226603944,0
52129110,68705820,1
36456716,10697547,1
245239172,245430353,1
346101275,346101270,1
43378045,234224938,0
238270751,244687666,0
234180493,234689625,1
57783844,68462176,0
86555207,279129914,1
119534332,339099819,0
87697210,175445890,0
86850150,86850152,1
232075484,230566403,1
234565909,234565871,1
94120302,94120294,1
43097299,179008531,0
83994276,71431730,1
226700709,179037719,1
26186410,8869249,1
230554995,75604332,1
75603991,75604025,1
225362125,311398978,0
175046911,226716674,1
41444243,68530868,1
309974683,309971485,1
240824154,241486836,0
24946775,310085631,0
175489107,245340031,0
224255757,225702379,0
149100367,401198430,0
86643306,244628499,0
230602321,1582516,1
339972706,339972708,1
39466982,279187194,1
244693639,203606077,1
4829469,339292284,1
43149343,245213126,0
94654155,94654151,1
98750978,246935260,0
246154878,339092897,0
38710201,346107626,0
225020748,303859403,0
88975457,3608004,1
15836929,33290096,0
200165930,310492207,0
240548102,238544256,1
196619563,339742188,0
39739173,310153154,0
190827625,191640329,1
225902715,225902721,1
87952071,175051280,0
93995076,121591309,0
175109117,175109123,1
224208339,230525359,0
64269766,114845421,0
30699921,179150016,0
230525732,230659444,0
2813778,87823623,1
244798302,245208600,1
245437574,245988039,1
96575296,225301622,0
226296458,200421383,1
225691026,225905856,1
2364792,234599956,1
224716311,230541551,0
310126083,310469755,0
191434275,191603035,1
232012309,230411297,1
21018157,3276131,1
36716791,230442067,1
309950459,309953426,1
37961391,232354183,1
118270501,339093296,0
96406629,175761581,0
184615335,224628323,0
86610426,117740747,0
43151321,43151315,1
94496080,230450273,0
94187405,94634448,1
179110276,230530336,0
98621744,242491591,0
32469667,245280416,0
175782381,225904072,0
68530013,234890817,0
94481280,313860790,0
87826939,230459109,0
27713316,310470603,1
43470002,310122267,0
175475239,244713003,0
224197230,225011884,1
17433398,234435326,0
175082892,346378501,0
339058313,339096789,1
10973688,5530888,1
68593074,100679446,0
191202317,205336059,0
8847368,244344654,0
21693089,16276804,1
60589656,87771390,0
339086369,339089398,1
234852767,68829921,1
245151676,246134689,1
106309846,244362202,0
8746175,225679108,0
234173758,234645462,1
80004197,232662122,0
339058551,339095238,1
1429938,42999682,0
8927227,8944102,1
121540395,121591238,1
225029625,225286665,1
94292044,234696479,0
246114872,246172356,1
86734543,245288419,0
232349132,232456357,1
217209362,279967131,1
190432423,203700751,0
350864,86787979,1
43116537,339174947,0
34181700,34179407,1
94297154,241518934,0
346114130,399971573,1
232446666,232446394,1
113231386,175434174,0
68452157,46991903,1
1438445,6834286,1
42625057,232422961,0
232072021,245240999,0
245283948,245787865,1
68450349,191166067,0
179105973,225321659,0
232363573,346290506,0
94061104,224715252,0
3480517,343175861,0
40448015,43074216,1
31981364,196793110,1
86608393,310489791,0
14929007,15210316,1
174767695,175757684,0
110825493,246146590,1
246060868,346099228,0
68457445,94650075,0
94015692,339483099,0
190852927,190853151,1
43493369,279973879,0
225290718,225291274,1
190826159,231996111,0
245754515,245754944,1
43535567,42635249,1
346123716,346404281,1
87974000,98689911,0
175045241,175419820,0
339077684,339120938,1
9706400,42965489,0
15028803,15268904,1
230468660,232958812,1
310091571,314510330,1
152738289,225866048,1
16133368,225663343,0
8801543,22838028,1
106563312,121711111,0
121492573,175110555,0
250213370,250228769,1
175109847,175110049,1
9002580,121091562,0
87264037,61564559,1
7265477,399709857,0
245210383,24790211,1
244364613,245352697,1
134406323,8841880,1
86788789,94673217,0
179060843,179060884,1
34618305,43159808,1
86790385,226584920,0
310469426,256774164,1
15838337,245426076,0
43453661,208799879,0
149559580,339648600,0
182155828,217898395,1
49944075,223880118,0
21018157,230575202,1
91222490,94576492,0
43391854,43391865,1
244617133,245649789,1
64648030,245198208,0
76006067,244897642,1
118274449,313107619,0
234207795,246047492,0
37667305,196397264,0
175464381,312839084,0
232066385,246061870,0
42978965,42978980,1
223962793,225348134,1
234590901,339101158,0
119972846,136576040,0
242491222,279498229,0
200472537,347550863,1
94680888,339259982,0
224689165,310453396,0
244678011,246053429,0
226675049,179568725,1
94165357,94444608,1
219843107,339487142,1
87934292,179059043,0
68593026,68805583,1
94114045,226440720,0
2214968,86642374,0
234760473,245724960,1
74129181,87027434,0
93990015,241533524,0
36664838,155349325,0
1445203,3480515,1
179036251,226678155,0
143013788,195334159,0
86555567,234160752,0
234680417,245214812,0
15882473,238209796,0
219843647,339291888,1
42636996,43038061,1
68629362,43049828,1
86819900,87791779,1
157275929,190028819,0
58364861,175070053,0
34596005,19559657,1
9003085,310434169,0
339056296,401209821,0
230459349,230459346,1
179117539,244714442,0
43055204,43055201,1
94672770,339648216,0
94112913,179008504,0
94090519,94531476,1
179111802,310170136,0
44255125,226643569,1
230625209,310469429,0
224702187,244659877,0
230336235,272947491,0
310422578,310422576,1
93213189,234699297,0
189998281,244374051,0
216168880,189191215,1
224723085,225859042,1
68260287,121260437,0
14524897,55121623,0
15398305,225333011,0
94160167,94160159,1
43493905,232047417,0
87759146,349727624,0
1984268,224963240,1
5344188,76865959,0
245652395,245652401,1
233599200,241500983,0
191163190,191163183,1
43055207,231991147,0
224690757,149697595,1
64068588,42733830,1
8990525,8990518,1
245402490,245827020,1
93992163,94652970,1
9191379,230645829,0
120223542,245466038,1
224976387,231995683,0
86640652,175472939,0
163327892,271470113,0
94429165,232012117,0
226723442,91487991,1
234165367,234890810,1
94428689,94428692,1
115072569,279056429,0
224990625,224990769,1
179145324,223422362,0
43104029,68813490,0
10250153,230586841,0
93995395,238202216,0
232900450,310049647,0
94465608,94465604,1
94119584,339093800,0
15406346,223993693,0
339064403,339066908,1
224989843,225310929,0
57714315,232367959,1
24183320,80648926,0
201208857,246414702,1
94437179,118274446,0
196502275,232047756,0
65893976,279196106,1
175428099,175428101,1
992979,121457183,0
37544102,37445139,1
76865982,230543293,1
87642917,279235112,1
42985422,42985541,1
68711611,43788561,1
2240556,339066454,0
230456354,230531179,1
94460758,242492000,0
86859096,15342261,1
11295558,23644759,0
194950102,244763077,1
87019881,87029749,1
71076919,94077484,0
94197653,175050543,0
230442067,310170158,0
121603887,310101627,0
98685635,241500809,0
86616729,94771179,0
118271380,234666669,0
99916427,339061572,0
234698066,309937930,0
87264158,87132303,1
94301451,99261173,0
245382922,279027591,0
43458737,244324751,0
8967474,230684633,0
244662679,246078917,1
179039614,246060886,0
26243770,234654825,1
244315848,270453814,0
15997890,191112609,0
184257644,401025437,0
246161504,312826817,0
191785845,224974154,0
179113159,245470635,0
230427473,230427470,1
339160485,317387505,1
15333797,234680401,0
94203073,94203070,1
246059754,246250121,1
43134335,121657427,0
16121843,16122110,1
43382580,43401225,1
310400801,310470805,1
316862,43381932,1
190039823,230551388,0
68713004,68803035,1
1805067,22837965,1
1409301,31826293,0
245280416,245432955,1
241503804,246190012,0
225292927,225907043,1
42998127,241566325,0
310124583,217302138,1
5207717,42851790,0
245476212,309994608,0
5580074,40460997,1
225292262,225905911,1
99231083,99231090,1
224312480,225370375,1
190418378,140165696,1
96550001,245278082,0
179028011,226667656,1
34269720,68813725,1
94469137,225866046,0
189992688,339644013,0
14999820,234852747,0
15839263,240790144,1
190086104,245157009,0
94023906,156505817,0
224248715,224248714,1
64012843,79989864,1
103956754,244619642,0
94000322,94682652,1
51601096,245773801,0
41171010,179107783,0
232422194,207806949,1
15821102,86739326,0
42671066,79835423,0
86610426,261505462,1
86604907,93990422,0
240857257,244635761,1
230433276,339054223,0
27133005,175509193,0
245440515,245440510,1
75604624,94371207,0
13994846,77266702,0
310118499,310434147,1
46801510,68805583,1
224749352,225320677,1
248976795,279760445,0
230451739,230451730,1
339110110,339157941,1
94005031,179060993,0
175125818,175125833,1
15431054,15431062,1
121499861,118272517,1
3880788,27929627,1
15865434,18772150,1
339555764,339555769,1
2925436,230566430,1
8997694,86797677,0
15086638,41113208,0
121307490,339260897,0
94374003,96442953,0
94479548,121319597,0
99879079,339561999,0
78132085,121850682,0
75245489,230643780,0
191914793,245479574,1
245343869,245424172,1
6875900,194099599,1
243779082,243779085,1
94383931,214488573,0
94182635,190450681,0
88196385,154987083,0
244725705,194950098,1
234435664,234435017,1
17202711,190451679,1
118269939,244318348,0
224690745,149697595,1
43049435,43058363,1
31876890,225309510,0
155722880,191225112,0
16212779,339555846,0
34612330,96566618,0
232431905,293346,1
121655132,225341708,0
339079195,339155082,1
43063074,121488365,0
15184802,15334677,1
94441258,191135187,0
175153286,179075228,0
121261368,134771433,1
43079141,94516727,0
21534944,241566400,0
244680822,244680722,1
246060497,246060502,1
309950463,309950459,1
43006692,43523025,1
123617434,230658142,1
246059677,246059684,1
190060694,224667910,0
40340690,399694989,0
47640944,68606693,0
94372683,159321496,0
121540303,9000930,1
191163190,238421481,0
90089148,231487026,1
225291816,151246690,1
2236818,2811702,1
15868197,15868069,1
190064537,339649574,0
9155436,90716926,1
86849927,234700554,0
94114445,346106740,0
230530340,339972704,0
5519652,175102258,0
69863099,179100048,0
78084652,180884217,1
190413306,6718512,1
175101431,339100978,0
94355493,339057180,0
7199719,42996241,0
80648926,230530288,0
49802009,179701392,1
225664140,243780805,0
154020054,235816685,0
232877706,266406130,0
96406621,98684514,0
175486045,240758774,0
175472939,179067500,1
42728263,90367712,1
191112811,191112817,1
1377839,75997541,0
154481381,1393186,1
230531166,234648369,0
346106100,346105947,1
245722353,245722349,1
15337144,85150802,0
94131626,94381422,1
339095251,339095249,1
68608423,223992243,0
21627302,15862117,1
94314745,94621528,1
42965843,310457364,0
36775257,137815818,0
244295223,246387284,1
118084633,346396869,0
43401219,43397277,1
230428181,230428743,1
94218988,94610653,1
189806133,189805948,1
94165917,94300940,1
28583462,224965867,0
232342532,232441217,0
94124884,245468044,0
234346239,234346238,1
43131038,43336436,1
230339217,69254632,1
21572361,244797263,0
121603949,121603951,1
244684978,244798691,0
245159429,245159436,1
234676247,234891829,1
245649738,245649741,1
15861662,15861217,1
121260394,191185668,0
94305321,202503373,0
122160849,190467137,0
39423108,339496040,0
16710979,42728275,0
179069348,339057967,0
43474800,121480628,0
43004638,43004406,1
94540291,339095637,0
37281187,149958343,1
2566132,294332671,1
12973653,98612257,0
230459063,230458982,1
191938278,224764677,1
143545720,87745976,1
43447861,346096295,0
191430906,191450172,1
192092516,230399173,0
339646107,319973100,1
232376720,234604377,0
245719246,245719251,1
225061672,225335351,1
175093181,175093227,1
42997439,42997445,1
310468658,310468655,1
53717055,246059389,0
47059788,188186691,0
116858213,191684615,1
230418067,262401645,0
15427758,96343991,0
6300652,339120962,0
9006257,57801713,0
42977521,42977525,1
245446909,246135059,1
92211192,192137271,0
8927227,121361158,1
8000733,236165985,1
42973975,121603962,0
175507014,179166858,1
42998095,94613884,0
9008013,9008008,1
245276303,245432955,1
94590396,225015344,0
175779524,179274572,1
230659438,230658142,1
80045938,310495033,0
244712140,382649486,0
232067334,245210113,0
36687100,43388675,1
8991870,71690534,1
121477717,121655112,1
31648608,230531173,1
224192136,230468041,0
224211178,223410052,1
191703643,312830005,0
225047118,225047115,1
175101308,175546139,1
121315219,175091424,0
3880029,191631004,0
94059091,94060195,1
339097620,339097616,1
190050459,190450463,1
36774583,232040330,0
2544057,92544513,1
42965297,42967038,1
191389960,191389957,1
121476181,339967870,0
179060990,179060993,1
42662318,231995249,0
175092722,175092727,1
339922020,62490384,1
175494098,346097534,0
94455959,310444492,0
87649374,14586369,1
86659772,86864575,1
43131033,226703742,0
42745317,42746101,1
94165722,94318682,1
225878639,310064831,0
234807075,241491532,0
181647011,191936746,0
230334395,351627026,0
248224462,310424811,1
175468585,310422885,0
43143332,43143339,1
80045921,224762156,0
213164924,245157072,0
15916633,175813811,0
71996104,225333974,1
43387924,179024324,0
37823409,50566744,1
225703591,225703751,1
42953128,245427920,0
224990358,224990625,1
18792088,156633902,0
135679061,238207235,0
121494937,8998603,1
15885366,245652748,0
121540264,121540274,1
20400281,235218603,1
5275129,61534888,0
62327797,72872091,0
42658425,86619980,0
179326596,245200254,1
12135519,224651433,0
42641922,51426540,0
175468689,224758262,0
94198462,94198526,1
3304756,88530617,0
186236368,179049278,1
168016177,226441607,1
89273,230464769,1
27562211,224761787,0
174793437,234833654,0
99228363,94695404,1
18413413,232901278,0
9004483,235841228,0
245165576,245165586,1
16115927,175553279,0
245336197,128264664,1
230397493,232910227,1
171401888,190053592,1
97697082,205393464,0
175559610,241394794,0
244715112,244715108,1
86830104,190510838,1
163578044,175807466,1
94647461,241489156,0
87823759,230547587,1
339564054,339564057,1
94499487,234435673,0
12456268,232670405,1
8851515,244300211,0
11305110,279191009,0
43152349,121520114,0
94399740,179063529,0
346131075,194363358,1
310510008,339089344,0
36687047,243647791,0
94154544,94154652,1
246060482,246060487,1
37238895,5268150,1
175464621,45328541,1
112826772,346367999,0
36401694,86642236,0
43348535,34649314,1
120292586,121470861,1
43365157,223965151,0
86578109,245476598,0
346097012,346097019,1
94633794,230543233,0
235819214,236111911,1
94556093,230456385,0
244750417,244758652,1
61272756,144884370,1
175491390,179510554,0
234246288,234246293,1
175530364,241565474,0
12849428,213733494,0
230468671,232431917,1
94484806,94493850,0
42667116,68706499,1
94137177,179056424,0
42995390,236107175,0
234236212,346175038,0
175071026,230426815,0
8964759,121265256,1
490390,310431545,0
43139994,43643713,1
310070392,310423759,1
121657350,279191448,0
9001489,94000322,0
48286179,68450355,1
357948915,349318877,1
94028657,121014000,0
225309943,156117180,1
339106428,339976293,1
68379345,340080737,0
94575993,94575926,1
43111955,43112196,1
179027712,226668569,1
86776068,175426789,0
234689629,234854653,1
203606400,253841207,0
96447493,339068178,0
238273008,339061169,0
309951034,310163805,1
245872371,246171216,1
339965648,339278544,1
38884751,175551382,0
310132173,310134784,1
244302287,244302462,1
234565912,310423759,0
23644759,244661469,0
339067976,232792932,1
43095296,43104765,1
234461480,246062969,0
121502673,224679104,0
87823759,339113507,0
121468615,121469486,1
8889667,134998830,0
42652875,244623402,0
15861965,15861217,1
225049765,225074811,1
175445380,179084440,1
89273,230420339,1
230547944,230549076,1
63256745,311039482,0
179015452,226598454,1
279027153,80894237,1
43188657,94303338,0
339067065,99576246,1
16021759,225687064,0
190442868,245249770,0
339105818,339105816,1
238699142,240784177,1
96359126,310148266,0
225001454,31471408,1
339434908,339435301,1
96387907,94370484,1
310514661,399685896,0
175427311,179060614,1
399667932,352209216,1
8923825,8931228,1
194950100,244735142,1
42643406,42643242,1
223875035,339058817,0
339065272,339159363,1
21864255,339734215,0
15966858,232012314,0
86765472,235290877,0
239165492,244616745,1
71683900,230518236,0
310514794,310514791,1
74325541,179024706,0
50386149,86709986,0
245277211,245277583,1
241487293,238239813,1
29686443,166601585,0
68530304,68530306,1
42625864,42990446,0
310164762,310164759,1
16971873,202251566,0
87823714,94619297,0
65200699,280009575,0
230644270,76867054,1
244734831,244736252,1
230528714,238336689,0
224758296,314824532,0
222775428,279461295,0
75598057,339120966,0
245274458,245277211,1
78150943,226631646,0
94464664,99565155,0
43470814,175517901,0
1409302,279187194,1
87771184,12187454,1
175404206,175404215,1
68608279,68608281,1
39617085,310068795,0
42972870,42973439,1
179375511,179057469,1
94465218,190005883,0
279047862,86887519,1
244780465,269800882,0
183777240,241494943,0
232440023,230680289,1
102431851,175483848,0
128680596,234246164,0
224736597,225907032,1
346099772,399972831,1
58799014,175755810,1
7772288,77849764,0
48973421,242492133,1
75597536,94496002,0
309950837,312364025,1
191216751,191216626,1
19162234,86726164,0
87169551,245771253,0
78214872,245297369,0
4762079,96492948,0
86881444,238265226,0
224764487,108593030,1
63769715,189989681,0
310511506,310511258,1
230338249,230436750,1
234901281,234899430,1
399669747,399972831,1
42652875,42656944,1
175414723,175434136,1
191166459,191163183,1
245796136,310093072,0
186171954,232009674,0
349129267,346362956,1
179614570,225095408,1
232904744,313113561,0
327898397,339112226,0
234559576,339294666,0
225368614,225368475,1
8905181,8905170,1
94661611,98608864,1
121785640,86871631,1
234182654,245729630,0
8994835,87064606,0
94855143,98607208,1
94115331,94115326,1
35767174,98656737,0
66973956,234857121,1
121800942,242499724,0
43134218,86562948,0
225959951,232448818,0
245752980,339107533,0
190061892,190061897,1
8992662,244635728,0
310140290,314862780,1
